root,preverb,pratyaya_class,count
plu,abhipari,nfin:Part,24
plu,sam,nfin:Part,24
pothay,,fin:Impf+Ind+Act,24
prāpay,pra,fin:Pres+Imp+Act,24
prāv,pra,fin:Impf+Ind+Act,24
puṣ,,fin:Past+Ind+Act,24
pā,anu,fin:Pres+Opt+Act,24
pāray,,fin:Pres+Imp+Act,24
pūray,pra,fin:Pres+Opt+Act,24
pṛ,prati,nfin:Part,24
rabh,samā,fin:Pres+Opt+Act,24
rañj,vi,fin:Pres+Ind+Pass,24
rādhay,ā,fin:Pres+Imp+Act,24
rādhay,ā,nfin:Gdv,24
sañj,samā,nfin:Part,24
saṃpreṣ,saṃpra,nfin:Conv,24
sic,ā,fin:Pres+Ind+Act,24
spṛś,sam,fin:Pres+Ind+Act,24
stambhay,,fin:Pres+Ind+Act,24
stṛ,ava,fin:Pres+Ind+Act,24
su,pra,nfin:Part,24
sāday,abhipra,nfin:Conv,24
sīv,,nfin:Part,24
sṛ,anu,nfin:Conv,24
sṛ,pra,fin:Pres+Ind+Act,24
sṛj,samut,fin:Pres+Opt+Act,24
sṛj,vi,fin:Pres+Imp+Act,24
sṛp,vi,fin:Pres+Ind+Act,24
tan,sam,fin:Pres+Imp+Act,24
thāpay,samut,nfin:Conv,24
tvar,,fin:Pres+Imp+Act,24
tvar,,fin:Pres+Ind+Act,24
tāray,,fin:Fut+Ind+Act,24
tṛ,ava,fin:Pres+Ind+Act,24
tṛd,ā,nfin:Part,24
udi,ut,fin:Impf+Ind+Act,24
udvāsay,ut,fin:Pres+Opt+Act,24
udīray,ut,fin:Pres+Ind+Act,24
unmṛj,ut,fin:Pres+Ind+Act,24
unnī,ut,nfin:Conv,24
vac,anu,nfin:Gdv,24
vad,upa,fin:Pres+Ind+Act,24
vap,ni,nfin:Part,24
vardhay,,fin:Impf+Ind+Act,24
vartay,ni,nfin:Conv,24
veṣṭ,,nfin:Part,24
vinirji,viniḥ,nfin:Part,24
vāray,,fin:Pres+Opt+Act,24
vāray,ni,fin:Pres+Ind+Pass,24
vāsay,adhi,fin:Pres+Imp+Act,24
vṛ,,fin:Pres+Sub+Act,24
vṛt,pari,fin:Impf+Ind+Act,24
yam,ni,nfin:Gdv,24
yam,ni,nfin:Inf,24
yojay,vini,fin:Pres+Opt+Act,24
yuyuts,,nfin:Part,24
āvirbhū,āviḥ,fin:Past+Ind+Act,24
āvirbhū,āviḥ,fin:Pres+Ind+Act,24
īkṣ,niḥ,nfin:Inf,24
śodhay,vi,nfin:Part,24
śvas,samā,nfin:Conv,24
śvas,samā,nfin:Part,24
ūh,niḥ,nfin:Part,24
ṇam,pra,fin:Pres+Opt+Act,24
ṇī,pari,fin:Pres+Ind+Act,24
ṛch,,fin:Pres+Sub+Act,24
ṣpat,niḥ,nfin:Part,24
ṣṭhā,anu,fin:Pres+Opt+Act,24
arc,,fin:Past+Ind+Act,23
añjay,vi,nfin:Part,23
aś,,nfin:Gdv,23
bhaj,ā,fin:Pres+Ind+Act,23
bhram,,nfin:Conv,23
bhāṣ,abhi,fin:Pres+Opt+Act,23
bhīṣay,,nfin:Part,23
bodhay,prati,nfin:Part,23
brū,anu,fin:Pres+Ind+Act,23
cikits,,nfin:Gdv,23
coday,,fin:Pres+Ind+Act,23
cāray,vi,nfin:Gdv,23
dhvan,,nfin:Part,23
dhā,ni,fin:Impf+Ind+Act,23
dih,ā,nfin:Part,23
diś,vyapa,fin:Pres+Ind+Pass,23
dru,samā,fin:Impf+Ind+Act,23
dru,ā,fin:Pres+Imp+Act,23
dā,samā,fin:Past+Ind+Act,23
dā,ā,fin:Fut+Ind+Act,23
dāhay,,nfin:Gdv,23
dīv,pari,nfin:Part,23
dṛh,,fin:Impf+Ind+Act,23
gam,adhi,fin:Past+Ind+Act,23
ghāray,ā,nfin:Conv,23
gopāy,,fin:Pres+Opt+Act,23
grah,anu,fin:Pres+Imp+Act,23
guh,upa,nfin:Conv,23
guṇṭhay,ava,nfin:Part,23
hiṃs,,fin:Pres+Sub+Act,23
hu,pra,nfin:Part,23
hṛ,abhivyā,fin:Pres+Ind+Act,23
hṛ,anupra,fin:Pres+Opt+Act,23
hṛ,upa,fin:Past+Ind+Act,23
hṛṣ,,fin:Pres+Opt+Act,23
jan,vi,fin:Past+Ind+Act,23
janay,sam,fin:Pres+Ind+Act,23
jñāpay,samanu,nfin:Conv,23
jīv,,fin:Fut+Ind+Act,23
kamp,pra,fin:Impf+Ind+Act,23
kruś,,fin:Pres+Ind+Act,23
krī,,nfin:Gdv,23
kuñcay,ā,nfin:Part,23
kuṭṭay,,nfin:Part,23
kīrtay,,nfin:Gdv,23
kṛ,,fin:Impf+Ind+Pass,23
kṛ,upā,fin:Pres+Opt+Act,23
kṛ,vi,nfin:Conv,23
kṛṣ,vi,fin:Past+Ind+Act,23
kṣip,pra,fin:Impf+Ind+Act,23
laṅgh,,nfin:Gdv,23
mantray,upani,nfin:Part,23
math,,fin:Pres+Imp+Act,23
mā,,fin:Impf+Ind+Act,23
mā,anu,nfin:Part,23
mā,vi,nfin:Part,23
mṛd,vi,nfin:Part,23
mṛj,,fin:Pres+Imp+Act,23
mṛś,parā,fin:Impf+Ind+Act,23
mṛṣ,,fin:Past+Ind+Act,23
nakṣ,,fin:Pres+Ind+Act,23
nāday,vi,nfin:Part,23
nī,samā,fin:Pres+Ind+Act,23
pad,,fin:Pres+Imp+Act,23
pad,sam,fin:Pres+Ind+Pass,23
pat,sam,fin:Past+Ind+Act,23
pat,samā,fin:Past+Ind+Act,23
pat,saṃni,nfin:Conv,23
plāvay,ā,fin:Pres+Ind+Act,23
prāś,pra,fin:Pres+Imp+Act,23
pyā,ā,nfin:Part,23
pācay,,nfin:Conv,23
pāday,prati,nfin:Conv,23
pālay,anu,fin:Pres+Imp+Act,23
pālay,pari,fin:Pres+Imp+Act,23
pīḍay,pari,nfin:Part,23
pṛc,,nfin:Part,23
rabh,samanvā,nfin:Part,23
radh,,fin:Past+Jus+Act,23
rañj,,fin:Pres+Ind+Act,23
riṣ,,fin:Past+Sub+Act,23
roṣay,,nfin:Part,23
sarjay,vi,fin:Past+Ind+Act,23
sev,,nfin:Inf,23
sru,pra,fin:Pres+Ind+Act,23
srāvay,,fin:Pres+Opt+Act,23
sthā,pra,fin:Pres+Ind+Act,23
sāday,ut,nfin:Conv,23
sādhay,pra,nfin:Part,23
sāray,ati,fin:Pres+Ind+Pass,23
sṛp,,fin:Pres+Imp+Act,23
tam,,fin:Pres+Ind+Act,23
tap,,fin:Pres+Opt+Act,23
tarpay,sam,fin:Pres+Ind+Act,23
thā,abhyut,nfin:Part,23
thā,upot,fin:Pres+Ind+Act,23
trā,pari,nfin:Inf,23
tulay,,nfin:Part,23
tyaj,pari,nfin:Inf,23
udvah,ut,fin:Pres+Ind+Act,23
udīkṣ,ut,fin:Impf+Ind+Act,23
udīray,ut,fin:Pres+Ind+Pass,23
unmṛj,ut,nfin:Conv,23
upe,upa,fin:Past+Ind+Act,23
vadh,,fin:Pres+Imp+Pass,23
vah,udā,fin:Impf+Ind+Act,23
vardhay,,nfin:Conv,23
veśay,upa,fin:Pres+Ind+Act,23
vip,pra,nfin:Part,23
vivakṣ,,fin:Pres+Ind+Act,23
vraj,pra,fin:Pres+Opt+Act,23
vyākhyānay,,fin:Pres+Ind+Act,23
vṛt,sam,nfin:Gdv,23
yam,,fin:Impf+Ind+Act,23
yudh,prati,fin:Fut+Ind+Act,23
yā,apa,fin:Impf+Ind+Act,23
yā,niḥ,fin:Fut+Ind+Act,23
yāvay,,fin:Pres+Imp+Act,23
āmay,,fin:Pres+Ind+Act,23
īś,,fin:Pres+Jus+Act,23
śak,,fin:Past+Imp+Act,23
śamay,,fin:Past+Ind+Act,23
śap,,fin:Pres+Opt+Act,23
śikṣ,,fin:Fut+Ind+Act,23
śośuc,,fin:Pres+Sub+Act,23
śrapay,,fin:Pres+Opt+Act,23
śvas,viniḥ,nfin:Conv,23
śās,,nfin:Gdv,23
śī,sam,nfin:Part,23
ūh,niḥ,nfin:Conv,23
ṇad,pra,fin:Past+Ind+Act,23
ṛj,,fin:Pres+Ind+Act,23
ṣah,vi,fin:Pres+Opt+Act,23
ṣic,abhi,fin:Fut+Ind+Act,23
ṣā,vi,nfin:Part,23
ṣṭambh,ava,nfin:Part,23
abhiniṣkram,abhiniḥ,nfin:Part,22
abhyasūy,,fin:Pres+Ind+Act,22
adhyāpay,adhi,fin:Past+Ind+Act,22
anviṣ,anu,nfin:Gdv,22
anvīkṣ,anu,nfin:Conv,22
arday,sam,fin:Impf+Ind+Act,22
bandh,ā,nfin:Conv,22
bhakṣay,,fin:Impf+Ind+Act,22
bhartsay,,nfin:Part,22
bhū,pari,fin:Pres+Ind+Pass,22
bhū,sam,fin:Fut+Ind+Act,22
budh,,fin:Pres+Ind+Pass,22
car,pari,fin:Pres+Ind+Act,22
cañc,,nfin:Part,22
cchid,vi,fin:Pres+Opt+Act,22
cikits,,fin:Pres+Opt+Act,22
cintay,,nfin:Inf,22
cāray,pari,nfin:Part,22
dhā,sam,nfin:Gdv,22
dhāv,,fin:Pres+Opt+Act,22
dhūpay,,fin:Pres+Ind+Act,22
dhṛ,,fin:Fut+Ind+Act,22
dā,pra,fin:Pres+Ind+Act,22
gad,ni,nfin:Conv,22
gam,sam,fin:Past+Ind+Act,22
ghātay,,fin:Pres+Ind+Act,22
ghṛ,,fin:Pres+Ind+Act,22
grah,abhi,fin:Pres+Ind+Act,22
han,prati,fin:Pres+Ind+Act,22
hā,vi,fin:Pres+Ind+Act,22
hāray,ā,fin:Impf+Ind+Act,22
hṛ,prati,fin:Pres+Ind+Act,22
hṛ,vyā,nfin:Inf,22
inv,,fin:Pres+Ind+Act,22
jan,sampra,fin:Pres+Ind+Act,22
ji,,fin:Pres+Sub+Act,22
jñā,prati,fin:Past+Ind+Act,22
jñā,pratyabhi,nfin:Conv,22
khan,ut,nfin:Part,22
kliś,ut,nfin:Part,22
kram,abhi,nfin:Part,22
kram,anu,nfin:Part,22
kram,pari,fin:Past+Ind+Act,22
kṛ,sat,fin:Fut+Ind+Act,22
kṣapay,,fin:Pres+Opt+Act,22
laṅghay,,nfin:Conv,22
lih,,nfin:Conv,22
mad,,nfin:Gdv,22
mantray,anu,nfin:Conv,22
mā,vi,fin:Pres+Ind+Act,22
mṛ,,nfin:Inf,22
nah,ā,nfin:Part,22
namasy,,nfin:Part,22
nind,vi,nfin:Conv,22
nī,upani,nfin:Conv,22
pad,abhi,fin:Impf+Ind+Act,22
paryavāp,paryava,nfin:Part,22
parī,pari,fin:Pres+Imp+Act,22
paś,pari,fin:Pres+Ind+Act,22
paś,pra,nfin:Part,22
paś,sam,fin:Pres+Ind+Act,22
paś,vi,fin:Pres+Ind+Act,22
peṣay,sam,nfin:Conv,22
plu,abhi,nfin:Part,22
prārthay,pra,fin:Past+Ind+Act,22
pālay,pari,nfin:Gdv,22
pāyay,,nfin:Conv,22
ramay,,fin:Pres+Imp+Act,22
rudh,sam,nfin:Conv,22
ruh,,fin:Pres+Opt+Act,22
sad,ā,fin:Pres+Ind+Act,22
sah,,fin:Fut+Ind+Act,22
sapary,,fin:Pres+Imp+Act,22
siṣās,,nfin:Part,22
smṛ,sam,fin:Pres+Opt+Act,22
spṛś,,fin:Pres+Ind+Pass,22
spṛś,,nfin:Inf,22
stambh,,fin:Pres+Imp+Act,22
sthā,paryupa,nfin:Part,22
sthāpay,,fin:Fut+Ind+Act,22
sthāpay,,fin:Pres+Imp+Act,22
stṛ,,nfin:Conv,22
svad,,nfin:Part,22
sā,,fin:Pres+Imp+Act,22
sṛj,api,fin:Pres+Ind+Act,22
sṛj,ava,fin:Pres+Opt+Act,22
sṛp,upa,nfin:Part,22
sṛp,vi,nfin:Part,22
tap,,nfin:Inf,22
tap,sam,fin:Impf+Ind+Act,22
tarkay,pra,nfin:Gdv,22
tirodhā,tiras,fin:Past+Ind+Act,22
trā,pari,fin:Pres+Imp+Act,22
tāpay,,fin:Pres+Opt+Act,22
tāray,ut,nfin:Conv,22
ucchri,ut,fin:Pres+Imp+Act,22
uddhṛ,ut,nfin:Inf,22
udvij,ut,fin:Pres+Opt+Act,22
udvāsay,ut,nfin:Part,22
unmuc,ut,nfin:Conv,22
upasaṃkram,upasam,fin:Pres+Jus+Act,22
utkaṇṭh,,nfin:Part,22
vac,,fin:Past+Ind+Pass,22
vah,pra,nfin:Part,22
vap,,nfin:Conv,22
vartay,ni,fin:Pres+Imp+Act,22
vartay,pra,fin:Impf+Ind+Act,22
veśay,pra,fin:Past+Ind+Act,22
veśay,pra,fin:Pres+Ind+Act,22
vij,ā,nfin:Part,22
vraj,pra,fin:Pres+Ind+Act,22
vraśc,ā,fin:Pres+Ind+Act,22
vī,,fin:Pres+Jus+Act,22
vī,,nfin:Part,22
yam,pra,fin:Past+Ind+Act,22
yuj,abhi,fin:Impf+Ind+Act,22
yuj,ni,fin:Pres+Ind+Pass,22
yā,abhyā,fin:Past+Ind+Act,22
yā,upa,fin:Past+Ind+Act,22
yāc,,fin:Pres+Imp+Act,22
yāpay,,fin:Pres+Ind+Act,22
āp,vi,fin:Impf+Ind+Act,22
ī,,nfin:Part,22
īkṣ,,nfin:Inf,22
śam,sam,nfin:Part,22
śiṣ,ati,nfin:Part,22
ślāgh,,nfin:Part,22
śri,sam,fin:Pres+Ind+Act,22
ṛch,,nfin:Conv,22
ṛdh,sam,fin:Pres+Ind+Act,22
ṣad,saṃni,nfin:Part,22
ṣad,vi,fin:Pres+Ind+Act,22
ṣkram,niḥ,fin:Pres+Imp+Act,22
ṣpiṣ,niḥ,nfin:Conv,22
ṣṭan,ni,nfin:Part,22
ṣṭhā,anu,fin:Impf+Ind+Act,22
arc,,fin:Pres+Jus+Act,21
arcay,,fin:Fut+Ind+Act,21
arcay,,fin:Pres+Ind+Pass,21
arday,,fin:Pres+Jus+Act,21
av,,nfin:Part,21
aś,,fin:Past+Imp+Act,21
bandh,ni,fin:Pres+Ind+Pass,21
