root,valency,tokens,tier
suvarṇībhū,1,1,Monovalent
suṣups,1,1,Monovalent
svadhay,1,1,Monovalent
svahastay,1,1,Monovalent
svajanāy,1,1,Monovalent
svalpaśilāy,1,1,Monovalent
svatantrīkṛ,1,1,Monovalent
svād,1,1,Monovalent
sākṣādbhū,1,1,Monovalent
sāsah,1,1,Monovalent
sātīy,1,1,Monovalent
sāyakāy,1,1,Monovalent
tandrāy,1,1,Monovalent
tantas,1,1,Monovalent
tantasy,1,1,Monovalent
tanūbhū,1,1,Monovalent
taptabaḍiśāy,1,1,Monovalent
taralīkṛ,1,1,Monovalent
tarjāpay,1,1,Monovalent
taruṣy,1,1,Monovalent
taḍ,1,1,Monovalent
taṃstan,1,1,Monovalent
taṭ,1,1,Monovalent
tilvilāy,1,1,Monovalent
titaṃs,1,1,Monovalent
titṛts,1,1,Monovalent
tiḍ,1,1,Monovalent
tiṣṭhighiṣ,1,1,Monovalent
tiṣṭhās,1,1,Monovalent
totud,1,1,Monovalent
toṣṭuv,1,1,Monovalent
tudāy,1,1,Monovalent
tup,1,1,Monovalent
tuṇḍay,1,1,Monovalent
tuṣay,1,1,Monovalent
tvakṣ,1,1,Monovalent
tvaṃkṛ,1,1,Monovalent
tāntīkṛ,1,1,Monovalent
tātap,1,1,Monovalent
tīkṣṇīkṛ,1,1,Monovalent
tīmay,1,1,Monovalent
tūtūrṣ,1,1,Monovalent
tūṇīrāy,1,1,Monovalent
u,1,1,Monovalent
ucchiṣṭīkṛ,1,1,Monovalent
ucchī,1,1,Monovalent
uccyāvay,1,1,Monovalent
uccṛt,1,1,Monovalent
udah,1,1,Monovalent
udantīkṛ,1,1,Monovalent
udany,1,1,Monovalent
udavāp,1,1,Monovalent
uddham,1,1,Monovalent
uddhvā,1,1,Monovalent
uddṛh,1,1,Monovalent
udgamay,1,1,Monovalent
udgarj,1,1,Monovalent
udrecay,1,1,Monovalent
udruc,1,1,Monovalent
udrudh,1,1,Monovalent
udvas,1,1,Monovalent
udvelay,1,1,Monovalent
udvyudas,1,1,Monovalent
udvṛj,1,1,Monovalent
udāhvā,1,1,Monovalent
udāhāray,1,1,Monovalent
udāsṛ,1,1,Monovalent
ujjan,1,1,Monovalent
ujjigīṣ,1,1,Monovalent
ujjāgaray,1,1,Monovalent
ujjīv,1,1,Monovalent
ujjṛmbh,1,1,Monovalent
ukṣaṇy,1,1,Monovalent
ullasay,1,1,Monovalent
ullaṅgh,1,1,Monovalent
ullekhay,1,1,Monovalent
ullip,1,1,Monovalent
ulliṅg,1,1,Monovalent
ulliṅgay,1,1,Monovalent
ullok,1,1,Monovalent
ullolay,1,1,Monovalent
ulloḍay,1,1,Monovalent
ulluñc,1,1,Monovalent
ullāḍay,1,1,Monovalent
unmarday,1,1,Monovalent
unmathay,1,1,Monovalent
unmi,1,1,Monovalent
unmud,1,1,Monovalent
unmukulay,1,1,Monovalent
unmānay,1,1,Monovalent
unmāpay,1,1,Monovalent
unmūl,1,1,Monovalent
unninīṣ,1,1,Monovalent
upadhāvay,1,1,Monovalent
upadhṛ,1,1,Monovalent
upamīv,1,1,Monovalent
upanamasy,1,1,Monovalent
upanaś,1,1,Monovalent
upanirdiś,1,1,Monovalent
upanirvartay,1,1,Monovalent
upanī,1,1,Monovalent
upapalyay,1,1,Monovalent
upapipādayiṣ,1,1,Monovalent
upaprāp,1,1,Monovalent
upardh,1,1,Monovalent
upasamārabh,1,1,Monovalent
upasaṃbandh,1,1,Monovalent
upasaṃbhid,1,1,Monovalent
upasaṃbhram,1,1,Monovalent
upasaṃcar,1,1,Monovalent
upasaṃghuṣ,1,1,Monovalent
upasaṃjighṛkṣ,1,1,Monovalent
upasaṃkalpay,1,1,Monovalent
upasaṃkramay,1,1,Monovalent
upasaṃkrāmay,1,1,Monovalent
upasaṃkuñc,1,1,Monovalent
upasaṃkṣip,1,1,Monovalent
upasaṃkﾱp,1,1,Monovalent
upasaṃmṛj,1,1,Monovalent
upasaṃnyāsay,1,1,Monovalent
upasaṃrodhay,1,1,Monovalent
upasaṃruh,1,1,Monovalent
upasaṃspṛś,1,1,Monovalent
upasaṃsṛp,1,1,Monovalent
upasaṃvraj,1,1,Monovalent
upasaṃyam,1,1,Monovalent
upasaṃyojay,1,1,Monovalent
upasaṃyu,1,1,Monovalent
upasaṃyā,1,1,Monovalent
upasvar,1,1,Monovalent
upavid,1,1,Monovalent
upavyāvṛt,1,1,Monovalent
upavāday,1,1,Monovalent
upavīṇay,1,1,Monovalent
upendh,1,1,Monovalent
upond,1,1,Monovalent
upotkṛṣ,1,1,Monovalent
upotsnā,1,1,Monovalent
upoṣay,1,1,Monovalent
upānāyay,1,1,Monovalent
upārpay,1,1,Monovalent
upāvapat,1,1,Monovalent
upāñc,1,1,Monovalent
utkalāpay,1,1,Monovalent
utpipatiṣ,1,1,Monovalent
utprāsay,1,1,Monovalent
utpuṃsay,1,1,Monovalent
utpīḍāy,1,1,Monovalent
utsavay,1,1,Monovalent
utsavāy,1,1,Monovalent
utsyand,1,1,Monovalent
uttaṃsīkṛ,1,1,Monovalent
uṣṇāy,1,1,Monovalent
vadhary,1,1,Monovalent
vadiṣ,1,1,Monovalent
vairāy,1,1,Monovalent
vajrāy,1,1,Monovalent
vakray,1,1,Monovalent
vakṣay,1,1,Monovalent
varcay,1,1,Monovalent
varīvar,1,1,Monovalent
varīvarjay,1,1,Monovalent
vasnay,1,1,Monovalent
vasāy,1,1,Monovalent
vaṇṭ,1,1,Monovalent
vehāy,1,1,Monovalent
vellay,1,1,Monovalent
vetālalīlāy,1,1,Monovalent
vevlīy,1,1,Monovalent
vicalay,1,1,Monovalent
vicikalpayiṣ,1,1,Monovalent
vidheyīkṛ,1,1,Monovalent
vidhūmay,1,1,Monovalent
vidṛh,1,1,Monovalent
vihvalīkṛ,1,1,Monovalent
vijigās,1,1,Monovalent
vijihās,1,1,Monovalent
vikrośay,1,1,Monovalent
vimāthīkṛ,1,1,Monovalent
vinirbandh,1,1,Monovalent
vinirbhañj,1,1,Monovalent
vinirbhrāmay,1,1,Monovalent
vinirdham,1,1,Monovalent
vinirgṛ,1,1,Monovalent
vinirjñā,1,1,Monovalent
vinirmajj,1,1,Monovalent
vinirmocay,1,1,Monovalent
vinirvartay,1,1,Monovalent
vinirvāsay,1,1,Monovalent
vinirvṛ,1,1,Monovalent
viniḥsṛp,1,1,Monovalent
viniṣkāray,1,1,Monovalent
viniṣkṛt,1,1,Monovalent
viniṣpiṇḍay,1,1,Monovalent
viniṣpāday,1,1,Monovalent
vinonud,1,1,Monovalent
viparisṛp,1,1,Monovalent
vipariṇī,1,1,Monovalent
vipay,1,1,Monovalent
vipināy,1,1,Monovalent
vipramad,1,1,Monovalent
viprokṣ,1,1,Monovalent
vipulay,1,1,Monovalent
visaṃkas,1,1,Monovalent
vitaṇḍ,1,1,Monovalent
vithury,1,1,Monovalent
vivejay,1,1,Monovalent
vivraj,1,1,Monovalent
vivyats,1,1,Monovalent
vivācayiṣ,1,1,Monovalent
vivṛkṣ,1,1,Monovalent
viśālay,1,1,Monovalent
viṣṭhay,1,1,Monovalent
vrad,1,1,Monovalent
vrajay,1,1,Monovalent
vraṇay,1,1,Monovalent
vyacaskṛ,1,1,Monovalent
vyapasaṃsṛ,1,1,Monovalent
vyapekṣ,1,1,Monovalent
vyapojh,1,1,Monovalent
vyatisaṃdah,1,1,Monovalent
vyativartay,1,1,Monovalent
vyatiśaṅk,1,1,Monovalent
vyavajihīrṣ,1,1,Monovalent
vyavalikh,1,1,Monovalent
vyavasṛ,1,1,Monovalent
vyavaśātay,1,1,Monovalent
vyudānī,1,1,Monovalent
vyutkṛṣ,1,1,Monovalent
vyābhuj,1,1,Monovalent
vyādhay,1,1,Monovalent
vyādhāy,1,1,Monovalent
vyājvalay,1,1,Monovalent
vyālabh,1,1,Monovalent
vyāvap,1,1,Monovalent
vāgurāy,1,1,Monovalent
vārttībhū,1,1,Monovalent
vās,1,1,Monovalent
vāvac,1,1,Monovalent
vāyay,1,1,Monovalent
vīrarasāy,1,1,Monovalent
vīṅkay,1,1,Monovalent
vīṅkh,1,1,Monovalent
vīṅkhay,1,1,Monovalent
vṛjināy,1,1,Monovalent
vṛkāy,1,1,Monovalent
yabh,1,1,Monovalent
yajñāy,1,1,Monovalent
yamāy,1,1,Monovalent
yaṃyam,1,1,Monovalent
yiyaps,1,1,Monovalent
yiyaṃs,1,1,Monovalent
yogāy,1,1,Monovalent
yūh,1,1,Monovalent
yūhay,1,1,Monovalent
ñjay,1,1,Monovalent
ābharaṇāy,1,1,Monovalent
ābṛṃh,1,1,Monovalent
ācikhyās,1,1,Monovalent
āhvāpay,1,1,Monovalent
ākaṇ,1,1,Monovalent
ālay,1,1,Monovalent
āmahay,1,1,Monovalent
āpipayiṣ,1,1,Monovalent
ārogyāpay,1,1,Monovalent
āsaṃji,1,1,Monovalent
āsisaṅkṣ,1,1,Monovalent
ātāray,1,1,Monovalent
āvaraṇīkṛ,1,1,Monovalent
āvekṣ,1,1,Monovalent
āvirdhā,1,1,Monovalent
āyāpay,1,1,Monovalent
īhay,1,1,Monovalent
īj,1,1,Monovalent
īṃkṛ,1,1,Monovalent
īṅkh,1,1,Monovalent
śabalīkṛ,1,1,Monovalent
śabd,1,1,Monovalent
śakracāpāy,1,1,Monovalent
śakrāy,1,1,Monovalent
śarmay,1,1,Monovalent
śastray,1,1,Monovalent
śavalay,1,1,Monovalent
śaṅkay,1,1,Monovalent
śaṅkhāy,1,1,Monovalent
ścal,1,1,Monovalent
ścam,1,1,Monovalent
ścyutay,1,1,Monovalent
ścṛt,1,1,Monovalent
śekharay,1,1,Monovalent
śikhāy,1,1,Monovalent
śithilāy,1,1,Monovalent
śiśiray,1,1,Monovalent
ślathāy,1,1,Monovalent
śodhāpay,1,1,Monovalent
śrathary,1,1,Monovalent
śrāpay,1,1,Monovalent
śubhray,1,1,Monovalent
śubhāy,1,1,Monovalent
śuṇ,1,1,Monovalent
śvasay,1,1,Monovalent
śvañcay,1,1,Monovalent
śvetadvīpāy,1,1,Monovalent
śvetāy,1,1,Monovalent
śāntay,1,1,Monovalent
śārīkṛ,1,1,Monovalent
śīkāy,1,1,Monovalent
śīrṇay,1,1,Monovalent
śītalay,1,1,Monovalent
śūlāy,1,1,Monovalent
śūrīkṛ,1,1,Monovalent
śṛṅgāy,1,1,Monovalent
ūnay,1,1,Monovalent
ūrdhvīkṛ,1,1,Monovalent
ūṅkhay,1,1,Monovalent
ḍhakkay,1,1,Monovalent
ḍolay,1,1,Monovalent
ḍī,1,1,Monovalent
ṇikṣ,1,1,Monovalent
ṇāday,1,1,Monovalent
ṣan,1,1,Monovalent
ṣenay,1,1,Monovalent
ṣkambhay,1,1,Monovalent
ṣpluṣ,1,1,Monovalent
ṣvañj,1,1,Monovalent
ṣvāday,1,1,Monovalent
ṣvāpay,1,1,Monovalent
ṣṇā,1,1,Monovalent
ṣṭhiv,1,1,Monovalent
ṭaṅk,1,1,Monovalent
ṭīk,1,1,Monovalent
