root,valency,tokens,first_consonant,vowel,articulation_place,varga_column,bonding_cluster
jijīviṣ,4,10,j,i,cavarga,C3 (voiced unaspirate),
kadarthay,4,10,k,a,kavarga,C1 (unvoiced unaspirate),
khanay,4,10,kh,a,kavarga,C2 (unvoiced aspirate),
kuṇṭhay,4,10,k,u,kavarga,C1 (unvoiced unaspirate),
kās,4,10,k,ā,kavarga,C1 (unvoiced unaspirate),
rasay,4,10,r,a,semivowel,non-varga (semivowel),
smāpay,4,10,s,ā,sibilant,non-varga (sibilant),
upasaṃpāday,4,10,—,u,vowel-initial,non-varga (vowel-initial),
upeps,4,10,—,u,vowel-initial,non-varga (vowel-initial),
ṇamay,4,10,ṇ,a,ṭavarga,C5 (nasal),
apombh,4,9,—,a,vowel-initial,non-varga (vowel-initial),
chaday,4,9,ch,a,cavarga,C2 (unvoiced aspirate),
dalay,4,9,d,a,tavarga,C3 (voiced unaspirate),
paryṛṣ,4,9,p,a,pavarga,C1 (unvoiced unaspirate),
rāpay,4,9,r,ā,semivowel,non-varga (semivowel),
vivikṣ,4,9,v,i,semivowel,non-varga (semivowel),
āday,4,9,—,ā,vowel-initial,non-varga (vowel-initial),
atipāvay,4,8,—,a,vowel-initial,non-varga (vowel-initial),
dakṣ,4,8,d,a,tavarga,C3 (voiced unaspirate),
hāvay,4,8,h,ā,glottal,non-varga (glottal),
kṣoday,4,8,k,o,kavarga,C1 (unvoiced unaspirate),
manasy,4,8,m,a,pavarga,C5 (nasal),
marmṛś,4,8,m,a,pavarga,C5 (nasal),
nannam,4,8,n,a,tavarga,C5 (nasal),
paryās,4,8,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃveday,4,8,p,a,pavarga,C1 (unvoiced unaspirate),
samprārthay,4,8,s,a,sibilant,non-varga (sibilant),
sukhāy,4,8,s,u,sibilant,non-varga (sibilant),
tak,4,8,t,a,tavarga,C1 (unvoiced unaspirate),
tambhay,4,8,t,a,tavarga,C1 (unvoiced unaspirate),
tij,4,8,t,i,tavarga,C1 (unvoiced unaspirate),
vanday,4,8,v,a,semivowel,non-varga (semivowel),
abhyudīkṣ,4,7,—,a,vowel-initial,non-varga (vowel-initial),
apodi,4,7,—,a,vowel-initial,non-varga (vowel-initial),
dhvanay,4,7,dh,a,tavarga,C4 (voiced aspirate),
dṛbh,4,7,d,ṛ,tavarga,C3 (voiced unaspirate),
haviṣkṛ,4,7,h,a,glottal,non-varga (glottal),
jighats,4,7,j,i,cavarga,C3 (voiced unaspirate),
kuṣ,4,7,k,u,kavarga,C1 (unvoiced unaspirate),
kṣad,4,7,k,a,kavarga,C1 (unvoiced unaspirate),
parisaṃsthāpay,4,7,p,a,pavarga,C1 (unvoiced unaspirate),
praśnay,4,7,p,a,pavarga,C1 (unvoiced unaspirate),
uduṣ,4,7,—,u,vowel-initial,non-varga (vowel-initial),
vevid,4,7,v,e,semivowel,non-varga (semivowel),
adhyeṣay,4,6,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃsthā,4,6,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃyā,4,6,—,a,vowel-initial,non-varga (vowel-initial),
atyas,4,6,—,a,vowel-initial,non-varga (vowel-initial),
kṛntay,4,6,k,ṛ,kavarga,C1 (unvoiced unaspirate),
kṣveḍay,4,6,k,e,kavarga,C1 (unvoiced unaspirate),
priyāy,4,6,p,i,pavarga,C1 (unvoiced unaspirate),
ubh,4,6,—,u,vowel-initial,non-varga (vowel-initial),
cchanday,4,5,c,a,cavarga,C1 (unvoiced unaspirate),
didās,4,5,d,i,tavarga,C3 (voiced unaspirate),
dolay,4,5,d,o,tavarga,C3 (voiced unaspirate),
ghāṭay,4,5,gh,ā,kavarga,C4 (voiced aspirate),
glāpay,4,5,g,ā,kavarga,C3 (voiced unaspirate),
kū,4,5,k,ū,kavarga,C1 (unvoiced unaspirate),
kṣāpay,4,5,k,ā,kavarga,C1 (unvoiced unaspirate),
lajjay,4,5,l,a,semivowel,non-varga (semivowel),
upāj,4,5,—,u,vowel-initial,non-varga (vowel-initial),
anusaṃvraj,4,4,—,a,vowel-initial,non-varga (vowel-initial),
indhay,4,4,—,i,vowel-initial,non-varga (vowel-initial),
krūḍay,4,4,k,ū,kavarga,C1 (unvoiced unaspirate),
prapañcay,4,4,p,a,pavarga,C1 (unvoiced unaspirate),
samunmūlay,4,4,s,a,sibilant,non-varga (sibilant),
vyavekṣ,4,4,v,a,semivowel,non-varga (semivowel),
saṃpreṣ,3,336,s,a,sibilant,non-varga (sibilant),
samprekṣ,3,203,s,a,sibilant,non-varga (sibilant),
ī,3,193,—,ī,vowel-initial,non-varga (vowel-initial),
uddhū,3,145,—,u,vowel-initial,non-varga (vowel-initial),
darpay,3,119,d,a,tavarga,C3 (voiced unaspirate),
upaniṣkram,3,113,—,u,vowel-initial,non-varga (vowel-initial),
klam,3,92,k,a,kavarga,C1 (unvoiced unaspirate),
ūrjay,3,90,—,ū,vowel-initial,non-varga (vowel-initial),
abhīṣ,3,82,—,a,vowel-initial,non-varga (vowel-initial),
samabhyarcay,3,82,s,a,sibilant,non-varga (sibilant),
udyuj,3,80,—,u,vowel-initial,non-varga (vowel-initial),
udric,3,70,—,u,vowel-initial,non-varga (vowel-initial),
śośuc,3,68,ś,o,sibilant,non-varga (sibilant),
abhinirvṛt,3,64,—,a,vowel-initial,non-varga (vowel-initial),
dvaṃdvay,3,54,d,a,tavarga,C3 (voiced unaspirate),
vinirbhid,3,54,v,i,semivowel,non-varga (semivowel),
vinirji,3,54,v,i,semivowel,non-varga (semivowel),
samabhye,3,53,s,a,sibilant,non-varga (sibilant),
tapasy,3,53,t,a,tavarga,C1 (unvoiced unaspirate),
cchṛd,3,51,c,ṛ,cavarga,C1 (unvoiced unaspirate),
prāviṣkṛ,3,49,p,ā,pavarga,C1 (unvoiced unaspirate),
samatī,3,49,s,a,sibilant,non-varga (sibilant),
arātīy,3,42,—,a,vowel-initial,non-varga (vowel-initial),
samabhyas,3,40,s,a,sibilant,non-varga (sibilant),
yavay,3,39,y,a,semivowel,non-varga (semivowel),
patay,3,35,p,a,pavarga,C1 (unvoiced unaspirate),
roro,3,35,r,o,semivowel,non-varga (semivowel),
spṛh,3,35,s,ṛ,sibilant,non-varga (sibilant),
jighṛkṣay,3,34,j,i,cavarga,C3 (voiced unaspirate),
unmiṣ,3,34,—,u,vowel-initial,non-varga (vowel-initial),
eray,3,31,—,e,vowel-initial,non-varga (vowel-initial),
gṛbhāy,3,29,g,ṛ,kavarga,C3 (voiced unaspirate),
samunnam,3,29,s,a,sibilant,non-varga (sibilant),
hras,3,28,h,a,glottal,non-varga (glottal),
paty,3,28,p,a,pavarga,C1 (unvoiced unaspirate),
prasaṃkhyā,3,27,p,a,pavarga,C1 (unvoiced unaspirate),
utkaṇṭh,3,27,—,u,vowel-initial,non-varga (vowel-initial),
āmay,3,27,—,ā,vowel-initial,non-varga (vowel-initial),
unnad,3,25,—,u,vowel-initial,non-varga (vowel-initial),
pratiparī,3,24,p,a,pavarga,C1 (unvoiced unaspirate),
śṛdh,3,23,ś,ṛ,sibilant,non-varga (sibilant),
abhiparī,3,22,—,a,vowel-initial,non-varga (vowel-initial),
samuttāray,3,22,s,a,sibilant,non-varga (sibilant),
vīḍay,3,22,v,ī,semivowel,non-varga (semivowel),
styai,3,20,s,a,sibilant,non-varga (sibilant),
uddyotay,3,20,—,u,vowel-initial,non-varga (vowel-initial),
udgranth,3,20,—,u,vowel-initial,non-varga (vowel-initial),
ujjval,3,20,—,u,vowel-initial,non-varga (vowel-initial),
aghāy,3,19,—,a,vowel-initial,non-varga (vowel-initial),
mukharay,3,19,m,u,pavarga,C5 (nasal),
ṣkas,3,19,ṣ,a,sibilant,non-varga (sibilant),
glapay,3,18,g,a,kavarga,C3 (voiced unaspirate),
pallavay,3,18,p,a,pavarga,C1 (unvoiced unaspirate),
pipās,3,18,p,i,pavarga,C1 (unvoiced unaspirate),
preṅkh,3,18,p,e,pavarga,C1 (unvoiced unaspirate),
vanuṣy,3,18,v,a,semivowel,non-varga (semivowel),
anupreṣay,3,17,—,a,vowel-initial,non-varga (vowel-initial),
dhan,3,17,dh,a,tavarga,C4 (voiced aspirate),
kṣviḍ,3,17,k,i,kavarga,C1 (unvoiced unaspirate),
samuccar,3,17,s,a,sibilant,non-varga (sibilant),
samudvij,3,17,s,a,sibilant,non-varga (sibilant),
abhyatī,3,16,—,a,vowel-initial,non-varga (vowel-initial),
samprakās,3,16,s,a,sibilant,non-varga (sibilant),
unnah,3,16,—,u,vowel-initial,non-varga (vowel-initial),
upoh,3,16,—,u,vowel-initial,non-varga (vowel-initial),
chṛd,3,15,ch,ṛ,cavarga,C2 (unvoiced aspirate),
khāday,3,15,kh,ā,kavarga,C2 (unvoiced aspirate),
rerih,3,15,r,e,semivowel,non-varga (semivowel),
atyṛj,3,14,—,a,vowel-initial,non-varga (vowel-initial),
ilay,3,14,—,i,vowel-initial,non-varga (vowel-initial),
samunmṛj,3,14,s,a,sibilant,non-varga (sibilant),
udbandh,3,14,—,u,vowel-initial,non-varga (vowel-initial),
vinirdhū,3,14,v,i,semivowel,non-varga (semivowel),
abhyucchri,3,13,—,a,vowel-initial,non-varga (vowel-initial),
antargā,3,13,—,a,vowel-initial,non-varga (vowel-initial),
badbadh,3,13,b,a,pavarga,C3 (voiced unaspirate),
guñj,3,13,g,u,kavarga,C3 (voiced unaspirate),
myakṣ,3,13,m,a,pavarga,C5 (nasal),
projh,3,13,p,o,pavarga,C1 (unvoiced unaspirate),
stakṣ,3,13,s,a,sibilant,non-varga (sibilant),
tuś,3,13,t,u,tavarga,C1 (unvoiced unaspirate),
ujjhā,3,13,—,u,vowel-initial,non-varga (vowel-initial),
abhiniṣpad,3,12,—,a,vowel-initial,non-varga (vowel-initial),
apyas,3,12,—,a,vowel-initial,non-varga (vowel-initial),
camay,3,12,c,a,cavarga,C1 (unvoiced unaspirate),
ccho,3,12,c,o,cavarga,C1 (unvoiced unaspirate),
dakṣay,3,12,d,a,tavarga,C3 (voiced unaspirate),
dodhu,3,12,d,o,tavarga,C3 (voiced unaspirate),
marcay,3,12,m,a,pavarga,C5 (nasal),
ṣac,3,12,ṣ,a,sibilant,non-varga (sibilant),
abhisaṃci,3,11,—,a,vowel-initial,non-varga (vowel-initial),
inakṣ,3,11,—,i,vowel-initial,non-varga (vowel-initial),
jihās,3,11,j,i,cavarga,C3 (voiced unaspirate),
kīlay,3,11,k,ī,kavarga,C1 (unvoiced unaspirate),
pratyudyam,3,11,p,a,pavarga,C1 (unvoiced unaspirate),
samullas,3,11,s,a,sibilant,non-varga (sibilant),
upanirhṛ,3,11,—,u,vowel-initial,non-varga (vowel-initial),
upoṣ,3,11,—,u,vowel-initial,non-varga (vowel-initial),
vinirvṛt,3,11,v,i,semivowel,non-varga (semivowel),
yup,3,11,y,u,semivowel,non-varga (semivowel),
śamāy,3,11,ś,a,sibilant,non-varga (sibilant),
anūdi,3,10,—,a,vowel-initial,non-varga (vowel-initial),
anūjji,3,10,—,a,vowel-initial,non-varga (vowel-initial),
at,3,10,—,a,vowel-initial,non-varga (vowel-initial),
citrīy,3,10,c,i,cavarga,C1 (unvoiced unaspirate),
dālay,3,10,d,ā,tavarga,C3 (voiced unaspirate),
kṣṇu,3,10,k,u,kavarga,C1 (unvoiced unaspirate),
nyāsay,3,10,n,ā,tavarga,C5 (nasal),
turaṇy,3,10,t,u,tavarga,C1 (unvoiced unaspirate),
vrādh,3,10,v,ā,semivowel,non-varga (semivowel),
ṣpā,3,10,ṣ,ā,sibilant,non-varga (sibilant),
andhray,3,9,—,a,vowel-initial,non-varga (vowel-initial),
antardhāpay,3,9,—,a,vowel-initial,non-varga (vowel-initial),
draḍhay,3,9,d,a,tavarga,C3 (voiced unaspirate),
eṣ,3,9,—,e,vowel-initial,non-varga (vowel-initial),
glah,3,9,g,a,kavarga,C3 (voiced unaspirate),
panay,3,9,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃmoday,3,9,p,a,pavarga,C1 (unvoiced unaspirate),
pruṣāy,3,9,p,u,pavarga,C1 (unvoiced unaspirate),
prāj,3,9,p,ā,pavarga,C1 (unvoiced unaspirate),
roday,3,9,r,o,semivowel,non-varga (semivowel),
tartar,3,9,t,a,tavarga,C1 (unvoiced unaspirate),
ucchvāsay,3,9,—,u,vowel-initial,non-varga (vowel-initial),
uddharṣay,3,9,—,u,vowel-initial,non-varga (vowel-initial),
upaghrāpay,3,9,—,u,vowel-initial,non-varga (vowel-initial),
vyavān,3,9,v,a,semivowel,non-varga (semivowel),
śim,3,9,ś,i,sibilant,non-varga (sibilant),
ṣpū,3,9,ṣ,ū,sibilant,non-varga (sibilant),
abhisaṃjñā,3,8,—,a,vowel-initial,non-varga (vowel-initial),
apaplāvay,3,8,—,a,vowel-initial,non-varga (vowel-initial),
carkṛṣ,3,8,c,a,cavarga,C1 (unvoiced unaspirate),
citray,3,8,c,i,cavarga,C1 (unvoiced unaspirate),
cyut,3,8,c,u,cavarga,C1 (unvoiced unaspirate),
durasy,3,8,d,u,tavarga,C3 (voiced unaspirate),
gāhay,3,8,g,ā,kavarga,C3 (voiced unaspirate),
pravī,3,8,p,a,pavarga,C1 (unvoiced unaspirate),
pī,3,8,p,ī,pavarga,C1 (unvoiced unaspirate),
sampre,3,8,s,a,sibilant,non-varga (sibilant),
sarsṛ,3,8,s,a,sibilant,non-varga (sibilant),
uddhā,3,8,—,u,vowel-initial,non-varga (vowel-initial),
uddhāray,3,8,—,u,vowel-initial,non-varga (vowel-initial),
valay,3,8,v,a,semivowel,non-varga (semivowel),
vanīvāh,3,8,v,a,semivowel,non-varga (semivowel),
vyuccar,3,8,v,u,semivowel,non-varga (semivowel),
vīṣ,3,8,v,ī,semivowel,non-varga (semivowel),
anūcchri,3,7,—,a,vowel-initial,non-varga (vowel-initial),
apacikramiṣ,3,7,—,a,vowel-initial,non-varga (vowel-initial),
bharibhṛ,3,7,bh,a,pavarga,C4 (voiced aspirate),
bibhits,3,7,b,i,pavarga,C3 (voiced unaspirate),
chā,3,7,ch,ā,cavarga,C2 (unvoiced aspirate),
iṣaṇy,3,7,—,i,vowel-initial,non-varga (vowel-initial),
jañjabh,3,7,j,a,cavarga,C3 (voiced unaspirate),
kāsay,3,7,k,ā,kavarga,C1 (unvoiced unaspirate),
liś,3,7,l,i,semivowel,non-varga (semivowel),
manday,3,7,m,a,pavarga,C5 (nasal),
mandāy,3,7,m,a,pavarga,C5 (nasal),
ned,3,7,n,e,tavarga,C5 (nasal),
nenīy,3,7,n,e,tavarga,C5 (nasal),
nikṣ,3,7,n,i,tavarga,C5 (nasal),
niṃs,3,7,n,i,tavarga,C5 (nasal),
nyṛṣ,3,7,n,ṛ,tavarga,C5 (nasal),
prārc,3,7,p,ā,pavarga,C1 (unvoiced unaspirate),
riñc,3,7,r,i,semivowel,non-varga (semivowel),
rurukṣ,3,7,r,u,semivowel,non-varga (semivowel),
ucchoṣay,3,7,—,u,vowel-initial,non-varga (vowel-initial),
udāp,3,7,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃtan,3,7,—,u,vowel-initial,non-varga (vowel-initial),
viniścar,3,7,v,i,semivowel,non-varga (semivowel),
abhiprokṣ,3,6,—,a,vowel-initial,non-varga (vowel-initial),
abhiprāp,3,6,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃkram,3,6,—,a,vowel-initial,non-varga (vowel-initial),
abhyutpūray,3,6,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃsmṛ,3,6,—,a,vowel-initial,non-varga (vowel-initial),
bharay,3,6,bh,a,pavarga,C4 (voiced aspirate),
jyotay,3,6,j,o,cavarga,C3 (voiced unaspirate),
lāsay,3,6,l,ā,semivowel,non-varga (semivowel),
mlāpay,3,6,m,ā,pavarga,C5 (nasal),
naṭ,3,6,n,a,tavarga,C5 (nasal),
nejay,3,6,n,e,tavarga,C5 (nasal),
ninday,3,6,n,i,tavarga,C5 (nasal),
pavitray,3,6,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃgrah,3,6,p,a,pavarga,C1 (unvoiced unaspirate),
rahay,3,6,r,a,semivowel,non-varga (semivowel),
rup,3,6,r,u,semivowel,non-varga (semivowel),
samullikh,3,6,s,a,sibilant,non-varga (sibilant),
sedhay,3,6,s,e,sibilant,non-varga (sibilant),
sphūrjay,3,6,s,ū,sibilant,non-varga (sibilant),
tamay,3,6,t,a,tavarga,C1 (unvoiced unaspirate),
udīṣ,3,6,—,u,vowel-initial,non-varga (vowel-initial),
unmocay,3,6,—,u,vowel-initial,non-varga (vowel-initial),
upapare,3,6,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃsṛj,3,6,—,u,vowel-initial,non-varga (vowel-initial),
vaśay,3,6,v,a,semivowel,non-varga (semivowel),
vyucchid,3,6,v,u,semivowel,non-varga (semivowel),
yoyup,3,6,y,o,semivowel,non-varga (semivowel),
ārdray,3,6,—,ā,vowel-initial,non-varga (vowel-initial),
śruṣ,3,6,ś,u,sibilant,non-varga (sibilant),
śulkay,3,6,ś,u,sibilant,non-varga (sibilant),
ṛtīy,3,6,—,ṛ,vowel-initial,non-varga (vowel-initial),
abhyapān,3,5,—,a,vowel-initial,non-varga (vowel-initial),
anuprekṣ,3,5,—,a,vowel-initial,non-varga (vowel-initial),
avadhīray,3,5,—,a,vowel-initial,non-varga (vowel-initial),
bhiṣaj,3,5,bh,i,pavarga,C4 (voiced aspirate),
bubhuts,3,5,b,u,pavarga,C3 (voiced unaspirate),
cakṣay,3,5,c,a,cavarga,C1 (unvoiced unaspirate),
caraṇy,3,5,c,a,cavarga,C1 (unvoiced unaspirate),
cikīṣ,3,5,c,i,cavarga,C1 (unvoiced unaspirate),
dhīps,3,5,dh,ī,tavarga,C4 (voiced aspirate),
gaveṣ,3,5,g,a,kavarga,C3 (voiced unaspirate),
hvāyay,3,5,h,ā,glottal,non-varga (glottal),
iñjay,3,5,—,i,vowel-initial,non-varga (vowel-initial),
kal,3,5,k,a,kavarga,C1 (unvoiced unaspirate),
kṛpāy,3,5,k,ṛ,kavarga,C1 (unvoiced unaspirate),
mathāy,3,5,m,a,pavarga,C5 (nasal),
mīv,3,5,m,ī,pavarga,C5 (nasal),
nirakṣ,3,5,n,i,tavarga,C5 (nasal),
prekṣay,3,5,p,e,pavarga,C1 (unvoiced unaspirate),
rapś,3,5,r,a,semivowel,non-varga (semivowel),
rejay,3,5,r,e,semivowel,non-varga (semivowel),
sampratī,3,5,s,a,sibilant,non-varga (sibilant),
spāśay,3,5,s,ā,sibilant,non-varga (sibilant),
surabhay,3,5,s,u,sibilant,non-varga (sibilant),
tirobhāvay,3,5,t,i,tavarga,C1 (unvoiced unaspirate),
trikoṭay,3,5,t,i,tavarga,C1 (unvoiced unaspirate),
tu,3,5,t,u,tavarga,C1 (unvoiced unaspirate),
uddhvaṃs,3,5,—,u,vowel-initial,non-varga (vowel-initial),
udgāh,3,5,—,u,vowel-initial,non-varga (vowel-initial),
udvad,3,5,—,u,vowel-initial,non-varga (vowel-initial),
udve,3,5,—,u,vowel-initial,non-varga (vowel-initial),
udveṣṭ,3,5,—,u,vowel-initial,non-varga (vowel-initial),
upode,3,5,—,u,vowel-initial,non-varga (vowel-initial),
vighnay,3,5,v,i,semivowel,non-varga (semivowel),
vātay,3,5,v,ā,semivowel,non-varga (semivowel),
āvirbhāvay,3,5,—,ā,vowel-initial,non-varga (vowel-initial),
īrṣy,3,5,—,ī,vowel-initial,non-varga (vowel-initial),
ś,3,5,ś,?,sibilant,non-varga (sibilant),
śubhay,3,5,ś,u,sibilant,non-varga (sibilant),
abhinirgam,3,4,—,a,vowel-initial,non-varga (vowel-initial),
anukūlay,3,4,—,a,vowel-initial,non-varga (vowel-initial),
barbṛh,3,4,b,a,pavarga,C3 (voiced unaspirate),
dehay,3,4,d,e,tavarga,C3 (voiced unaspirate),
dhanay,3,4,dh,a,tavarga,C4 (voiced aspirate),
dhav,3,4,dh,a,tavarga,C4 (voiced aspirate),
dhūlay,3,4,dh,ū,tavarga,C4 (voiced aspirate),
dudhūrṣ,3,4,d,u,tavarga,C3 (voiced unaspirate),
hlād,3,4,h,ā,glottal,non-varga (glottal),
irasy,3,4,—,i,vowel-initial,non-varga (vowel-initial),
jabh,3,4,j,a,cavarga,C3 (voiced unaspirate),
jalpay,3,4,j,a,cavarga,C3 (voiced unaspirate),
kelāy,3,4,k,e,kavarga,C1 (unvoiced unaspirate),
lālap,3,4,l,ā,semivowel,non-varga (semivowel),
mamāy,3,4,m,a,pavarga,C5 (nasal),
nidrāy,3,4,n,i,tavarga,C5 (nasal),
preṅkhay,3,4,p,e,pavarga,C1 (unvoiced unaspirate),
proccāray,3,4,p,o,pavarga,C1 (unvoiced unaspirate),
proddhṛ,3,4,p,o,pavarga,C1 (unvoiced unaspirate),
protay,3,4,p,o,pavarga,C1 (unvoiced unaspirate),
samabhyave,3,4,s,a,sibilant,non-varga (sibilant),
samadhī,3,4,s,a,sibilant,non-varga (sibilant),
samucchvas,3,4,s,a,sibilant,non-varga (sibilant),
samudgrah,3,4,s,a,sibilant,non-varga (sibilant),
samunmajj,3,4,s,a,sibilant,non-varga (sibilant),
skhalay,3,4,s,a,sibilant,non-varga (sibilant),
spanday,3,4,s,a,sibilant,non-varga (sibilant),
sphuṭay,3,4,s,u,sibilant,non-varga (sibilant),
sīkṣ,3,4,s,ī,sibilant,non-varga (sibilant),
tantray,3,4,t,a,tavarga,C1 (unvoiced unaspirate),
unmṛś,3,4,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃśri,3,4,—,u,vowel-initial,non-varga (vowel-initial),
uḍḍīy,3,4,—,u,vowel-initial,non-varga (vowel-initial),
vat,3,4,v,a,semivowel,non-varga (semivowel),
vinirhan,3,4,v,i,semivowel,non-varga (semivowel),
visaṃvad,3,4,v,i,semivowel,non-varga (semivowel),
yakṣ,3,4,y,a,semivowel,non-varga (semivowel),
ārogyay,3,4,—,ā,vowel-initial,non-varga (vowel-initial),
śnathay,3,4,ś,a,sibilant,non-varga (sibilant),
śrambhay,3,4,ś,a,sibilant,non-varga (sibilant),
śravay,3,4,ś,a,sibilant,non-varga (sibilant),
ṣevay,3,4,ṣ,e,sibilant,non-varga (sibilant),
abhinirvap,3,3,—,a,vowel-initial,non-varga (vowel-initial),
abhiniṣpat,3,3,—,a,vowel-initial,non-varga (vowel-initial),
abhyuddru,3,3,—,a,vowel-initial,non-varga (vowel-initial),
abhyutkramay,3,3,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃkram,3,3,—,a,vowel-initial,non-varga (vowel-initial),
apāj,3,3,—,a,vowel-initial,non-varga (vowel-initial),
bhur,3,3,bh,u,pavarga,C4 (voiced aspirate),
ccheday,3,3,c,e,cavarga,C1 (unvoiced unaspirate),
damāy,3,3,d,a,tavarga,C3 (voiced unaspirate),
gandhay,3,3,g,a,kavarga,C3 (voiced unaspirate),
ganīgam,3,3,g,a,kavarga,C3 (voiced unaspirate),
garjay,3,3,g,a,kavarga,C3 (voiced unaspirate),
gātuy,3,3,g,ā,kavarga,C3 (voiced unaspirate),
hūrch,3,3,h,ū,glottal,non-varga (glottal),
jighṛkṣ,3,3,j,i,cavarga,C3 (voiced unaspirate),
juhūṣ,3,3,j,u,cavarga,C3 (voiced unaspirate),
larday,3,3,l,a,semivowel,non-varga (semivowel),
narday,3,3,n,a,tavarga,C5 (nasal),
nāṭay,3,3,n,ā,tavarga,C5 (nasal),
palyaṅy,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
parikarmay,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
paryudas,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
pipatiṣ,3,3,p,i,pavarga,C1 (unvoiced unaspirate),
pratimīv,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃdiś,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
pratyudīkṣ,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
pratyupe,3,3,p,a,pavarga,C1 (unvoiced unaspirate),
raṃhay,3,3,r,a,semivowel,non-varga (semivowel),
reṣay,3,3,r,e,semivowel,non-varga (semivowel),
riś,3,3,r,i,semivowel,non-varga (semivowel),
rāraj,3,3,r,ā,semivowel,non-varga (semivowel),
rāvay,3,3,r,ā,semivowel,non-varga (semivowel),
samparī,3,3,s,a,sibilant,non-varga (sibilant),
samunmīl,3,3,s,a,sibilant,non-varga (sibilant),
srevay,3,3,s,e,sibilant,non-varga (sibilant),
subh,3,3,s,u,sibilant,non-varga (sibilant),
takṣay,3,3,t,a,tavarga,C1 (unvoiced unaspirate),
taray,3,3,t,a,tavarga,C1 (unvoiced unaspirate),
udgrāhay,3,3,—,u,vowel-initial,non-varga (vowel-initial),
udvraj,3,3,—,u,vowel-initial,non-varga (vowel-initial),
unmanāy,3,3,—,u,vowel-initial,non-varga (vowel-initial),
unmṛd,3,3,—,u,vowel-initial,non-varga (vowel-initial),
upodgrah,3,3,—,u,vowel-initial,non-varga (vowel-initial),
upāvekṣ,3,3,—,u,vowel-initial,non-varga (vowel-initial),
vivats,3,3,v,i,semivowel,non-varga (semivowel),
yuyukṣ,3,3,y,u,semivowel,non-varga (semivowel),
śriṣ,3,3,ś,i,sibilant,non-varga (sibilant),
śyetīkṛ,3,3,ś,e,sibilant,non-varga (sibilant),
ḍamb,3,3,ḍ,a,ṭavarga,C3 (voiced unaspirate),
vinirmuc,2,229,v,i,semivowel,non-varga (semivowel),
viniści,2,92,v,i,semivowel,non-varga (semivowel),
vrīḍ,2,84,v,ī,semivowel,non-varga (semivowel),
samanuprāp,2,79,s,a,sibilant,non-varga (sibilant),
bubhukṣ,2,73,b,u,pavarga,C3 (voiced unaspirate),
abhisaṃvṛ,2,71,—,a,vowel-initial,non-varga (vowel-initial),
samucchri,2,66,s,a,sibilant,non-varga (sibilant),
kalkay,2,62,k,a,kavarga,C1 (unvoiced unaspirate),
abhisaṃtap,2,55,—,a,vowel-initial,non-varga (vowel-initial),
jvaray,2,49,j,a,cavarga,C3 (voiced unaspirate),
tandray,2,45,t,a,tavarga,C1 (unvoiced unaspirate),
nabh,2,42,n,a,tavarga,C5 (nasal),
samprokṣ,2,38,s,a,sibilant,non-varga (sibilant),
abhisaṃviś,2,36,—,a,vowel-initial,non-varga (vowel-initial),
didhakṣ,2,35,d,i,tavarga,C3 (voiced unaspirate),
pṛtanāy,2,33,p,ṛ,pavarga,C1 (unvoiced unaspirate),
samudgam,2,28,s,a,sibilant,non-varga (sibilant),
samuddhū,2,27,s,a,sibilant,non-varga (sibilant),
ṛtāy,2,27,—,ṛ,vowel-initial,non-varga (vowel-initial),
mumūrṣ,2,26,m,u,pavarga,C5 (nasal),
saṃprokṣay,2,25,s,a,sibilant,non-varga (sibilant),
cañc,2,23,c,a,cavarga,C1 (unvoiced unaspirate),
dhavalay,2,23,dh,a,tavarga,C4 (voiced aspirate),
lālapy,2,23,l,ā,semivowel,non-varga (semivowel),
uḍḍī,2,23,—,u,vowel-initial,non-varga (vowel-initial),
